<<<<<<< HEAD
Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/axi_ad9361_adc_enable_i0,i_system_wrapper/system_i/axi_ad9361_adc_valid_i0,i_system_wrapper/system_i/axi_ad9361_adc_data_i0[15:0],i_system_wrapper/system_i/axi_ad9361_adc_enable_q0,i_system_wrapper/system_i/axi_ad9361_adc_valid_q0,i_system_wrapper/system_i/axi_ad9361_adc_data_q0[15:0],i_system_wrapper/system_i/axi_ad9361_adc_enable_i1,i_system_wrapper/system_i/axi_ad9361_adc_valid_i1,i_system_wrapper/system_i/axi_ad9361_adc_data_i1[15:0],i_system_wrapper/system_i/axi_ad9361_adc_enable_q1,i_system_wrapper/system_i/axi_ad9361_adc_valid_q1,i_system_wrapper/system_i/axi_ad9361_adc_data_q1[15:0]
3515,3515,0,1,1,-142,1,1,416,1,1,25,1,1,16
3516,3516,0,1,0,-142,1,0,416,1,0,25,1,0,16
3517,3517,0,1,0,-142,1,0,416,1,0,25,1,0,16
3518,3518,0,1,0,-142,1,0,416,1,0,25,1,0,16
3519,3519,0,1,1,-410,1,1,131,1,1,14,1,1,7
3520,3520,0,1,0,-410,1,0,131,1,0,14,1,0,7
3521,3521,0,1,0,-410,1,0,131,1,0,14,1,0,7
3522,3522,0,1,0,-410,1,0,131,1,0,14,1,0,7
3523,3523,0,1,1,-900,1,1,-591,1,1,-17,1,1,-3
3524,3524,0,1,0,-900,1,0,-591,1,0,-17,1,0,-3
3525,3525,0,1,0,-900,1,0,-591,1,0,-17,1,0,-3
3526,3526,0,1,0,-900,1,0,-591,1,0,-17,1,0,-3
3527,3527,0,1,1,-218,1,1,-426,1,1,6,1,1,-14
3528,3528,0,1,0,-218,1,0,-426,1,0,6,1,0,-14
3529,3529,0,1,0,-218,1,0,-426,1,0,6,1,0,-14
3530,3530,0,1,0,-218,1,0,-426,1,0,6,1,0,-14
3531,3531,0,1,1,230,1,1,-374,1,1,31,1,1,27
3532,3532,0,1,0,230,1,0,-374,1,0,31,1,0,27
3533,3533,0,1,0,230,1,0,-374,1,0,31,1,0,27
3534,3534,0,1,0,230,1,0,-374,1,0,31,1,0,27
3535,3535,0,1,1,-12,1,1,-422,1,1,7,1,1,15
3536,3536,0,1,0,-12,1,0,-422,1,0,7,1,0,15
3537,3537,0,1,0,-12,1,0,-422,1,0,7,1,0,15
3538,3538,0,1,0,-12,1,0,-422,1,0,7,1,0,15
3539,3539,0,1,1,47,1,1,-105,1,1,10,1,1,-9
3540,3540,0,1,0,47,1,0,-105,1,0,10,1,0,-9
3541,3541,0,1,0,47,1,0,-105,1,0,10,1,0,-9
3542,3542,0,1,0,47,1,0,-105,1,0,10,1,0,-9
3543,3543,0,1,1,-494,1,1,-297,1,1,2,1,1,-21
3544,3544,0,1,0,-494,1,0,-297,1,0,2,1,0,-21
3545,3545,0,1,0,-494,1,0,-297,1,0,2,1,0,-21
3546,3546,0,1,0,-494,1,0,-297,1,0,2,1,0,-21
3547,3547,0,1,1,-208,1,1,-309,1,1,-6,1,1,-27
3548,3548,0,1,0,-208,1,0,-309,1,0,-6,1,0,-27
3549,3549,0,1,0,-208,1,0,-309,1,0,-6,1,0,-27
3550,3550,0,1,0,-208,1,0,-309,1,0,-6,1,0,-27
3551,3551,0,1,1,581,1,1,-289,1,1,-7,1,1,-12
3552,3552,0,1,0,581,1,0,-289,1,0,-7,1,0,-12
3553,3553,0,1,0,581,1,0,-289,1,0,-7,1,0,-12
3554,3554,0,1,0,581,1,0,-289,1,0,-7,1,0,-12
3555,3555,0,1,1,145,1,1,-285,1,1,27,1,1,-4
3556,3556,0,1,0,145,1,0,-285,1,0,27,1,0,-4
3557,3557,0,1,0,145,1,0,-285,1,0,27,1,0,-4
3558,3558,0,1,0,145,1,0,-285,1,0,27,1,0,-4
3559,3559,0,1,1,-550,1,1,-121,1,1,22,1,1,-21
3560,3560,0,1,0,-550,1,0,-121,1,0,22,1,0,-21
3561,3561,0,1,0,-550,1,0,-121,1,0,22,1,0,-21
3562,3562,0,1,0,-550,1,0,-121,1,0,22,1,0,-21
3563,3563,0,1,1,-299,1,1,170,1,1,2,1,1,31
3564,3564,0,1,0,-299,1,0,170,1,0,2,1,0,31
3565,3565,0,1,0,-299,1,0,170,1,0,2,1,0,31
3566,3566,0,1,0,-299,1,0,170,1,0,2,1,0,31
3567,3567,0,1,1,-548,1,1,-260,1,1,17,1,1,1
3568,3568,0,1,0,-548,1,0,-260,1,0,17,1,0,1
3569,3569,0,1,0,-548,1,0,-260,1,0,17,1,0,1
3570,3570,0,1,0,-548,1,0,-260,1,0,17,1,0,1
3571,3571,0,1,1,-625,1,1,-594,1,1,4,1,1,-8
3572,3572,0,1,0,-625,1,0,-594,1,0,4,1,0,-8
3573,3573,0,1,0,-625,1,0,-594,1,0,4,1,0,-8
3574,3574,0,1,0,-625,1,0,-594,1,0,4,1,0,-8
3575,3575,0,1,1,65,1,1,-43,1,1,22,1,1,6
3576,3576,0,1,0,65,1,0,-43,1,0,22,1,0,6
3577,3577,0,1,0,65,1,0,-43,1,0,22,1,0,6
3578,3578,0,1,0,65,1,0,-43,1,0,22,1,0,6
3579,3579,0,1,1,-239,1,1,103,1,1,23,1,1,29
3580,3580,0,1,0,-239,1,0,103,1,0,23,1,0,29
3581,3581,0,1,0,-239,1,0,103,1,0,23,1,0,29
3582,3582,0,1,0,-239,1,0,103,1,0,23,1,0,29
3583,3583,0,1,1,-517,1,1,-133,1,1,22,1,1,4
3584,3584,0,1,0,-517,1,0,-133,1,0,22,1,0,4
3585,3585,0,1,0,-517,1,0,-133,1,0,22,1,0,4
3586,3586,0,1,0,-517,1,0,-133,1,0,22,1,0,4
3587,3587,0,1,1,-586,1,1,266,1,1,28,1,1,16
3588,3588,0,1,0,-586,1,0,266,1,0,28,1,0,16
3589,3589,0,1,0,-586,1,0,266,1,0,28,1,0,16
3590,3590,0,1,0,-586,1,0,266,1,0,28,1,0,16
3591,3591,0,1,1,-253,1,1,370,1,1,19,1,1,23
3592,3592,0,1,0,-253,1,0,370,1,0,19,1,0,23
3593,3593,0,1,0,-253,1,0,370,1,0,19,1,0,23
3594,3594,0,1,0,-253,1,0,370,1,0,19,1,0,23
3595,3595,0,1,1,444,1,1,-291,1,1,1,1,1,1
3596,3596,0,1,0,444,1,0,-291,1,0,1,1,0,1
3597,3597,0,1,0,444,1,0,-291,1,0,1,1,0,1
3598,3598,0,1,0,444,1,0,-291,1,0,1,1,0,1
3599,3599,0,1,1,204,1,1,-642,1,1,-5,1,1,4
3600,3600,0,1,0,204,1,0,-642,1,0,-5,1,0,4
3601,3601,0,1,0,204,1,0,-642,1,0,-5,1,0,4
3602,3602,0,1,0,204,1,0,-642,1,0,-5,1,0,4
3603,3603,0,1,1,311,1,1,-401,1,1,-15,1,1,1
3604,3604,0,1,0,311,1,0,-401,1,0,-15,1,0,1
3605,3605,0,1,0,311,1,0,-401,1,0,-15,1,0,1
3606,3606,0,1,0,311,1,0,-401,1,0,-15,1,0,1
3607,3607,0,1,1,472,1,1,-51,1,1,-9,1,1,11
3608,3608,0,1,0,472,1,0,-51,1,0,-9,1,0,11
3609,3609,0,1,0,472,1,0,-51,1,0,-9,1,0,11
3610,3610,0,1,0,472,1,0,-51,1,0,-9,1,0,11
3611,3611,0,1,1,520,1,1,-355,1,1,6,1,1,-11
3612,3612,0,1,0,520,1,0,-355,1,0,6,1,0,-11
3613,3613,0,1,0,520,1,0,-355,1,0,6,1,0,-11
3614,3614,0,1,0,520,1,0,-355,1,0,6,1,0,-11
3615,3615,0,1,1,328,1,1,-181,1,1,20,1,1,-2
3616,3616,0,1,0,328,1,0,-181,1,0,20,1,0,-2
3617,3617,0,1,0,328,1,0,-181,1,0,20,1,0,-2
3618,3618,0,1,0,328,1,0,-181,1,0,20,1,0,-2
3619,3619,0,1,1,616,1,1,267,1,1,-6,1,1,-1
3620,3620,0,1,0,616,1,0,267,1,0,-6,1,0,-1
3621,3621,0,1,0,616,1,0,267,1,0,-6,1,0,-1
3622,3622,0,1,0,616,1,0,267,1,0,-6,1,0,-1
3623,3623,0,1,1,489,1,1,490,1,1,20,1,1,-13
3624,3624,0,1,0,489,1,0,490,1,0,20,1,0,-13
3625,3625,0,1,0,489,1,0,490,1,0,20,1,0,-13
3626,3626,0,1,0,489,1,0,490,1,0,20,1,0,-13
3627,3627,0,1,1,-330,1,1,429,1,1,26,1,1,-29
3628,3628,0,1,0,-330,1,0,429,1,0,26,1,0,-29
3629,3629,0,1,0,-330,1,0,429,1,0,26,1,0,-29
3630,3630,0,1,0,-330,1,0,429,1,0,26,1,0,-29
3631,3631,0,1,1,-133,1,1,-57,1,1,21,1,1,-27
3632,3632,0,1,0,-133,1,0,-57,1,0,21,1,0,-27
3633,3633,0,1,0,-133,1,0,-57,1,0,21,1,0,-27
3634,3634,0,1,0,-133,1,0,-57,1,0,21,1,0,-27
3635,3635,0,1,1,181,1,1,-136,1,1,0,1,1,0
3636,3636,0,1,0,181,1,0,-136,1,0,0,1,0,0
3637,3637,0,1,0,181,1,0,-136,1,0,0,1,0,0
3638,3638,0,1,0,181,1,0,-136,1,0,0,1,0,0
3639,3639,0,1,1,-107,1,1,-118,1,1,-6,1,1,10
3640,3640,0,1,0,-107,1,0,-118,1,0,-6,1,0,10
3641,3641,0,1,0,-107,1,0,-118,1,0,-6,1,0,10
3642,3642,0,1,0,-107,1,0,-118,1,0,-6,1,0,10
3643,3643,0,1,1,191,1,1,124,1,1,9,1,1,-7
3644,3644,0,1,0,191,1,0,124,1,0,9,1,0,-7
3645,3645,0,1,0,191,1,0,124,1,0,9,1,0,-7
3646,3646,0,1,0,191,1,0,124,1,0,9,1,0,-7
3647,3647,0,1,1,-230,1,1,27,1,1,2,1,1,-17
3648,3648,0,1,0,-230,1,0,27,1,0,2,1,0,-17
3649,3649,0,1,0,-230,1,0,27,1,0,2,1,0,-17
3650,3650,0,1,0,-230,1,0,27,1,0,2,1,0,-17
3651,3651,0,1,1,-606,1,1,-122,1,1,3,1,1,-22
3652,3652,0,1,0,-606,1,0,-122,1,0,3,1,0,-22
3653,3653,0,1,0,-606,1,0,-122,1,0,3,1,0,-22
3654,3654,0,1,0,-606,1,0,-122,1,0,3,1,0,-22
3655,3655,0,1,1,184,1,1,208,1,1,-1,1,1,0
3656,3656,0,1,0,184,1,0,208,1,0,-1,1,0,0
3657,3657,0,1,0,184,1,0,208,1,0,-1,1,0,0
3658,3658,0,1,0,184,1,0,208,1,0,-1,1,0,0
3659,3659,0,1,1,544,1,1,81,1,1,-3,1,1,-6
3660,3660,0,1,0,544,1,0,81,1,0,-3,1,0,-6
3661,3661,0,1,0,544,1,0,81,1,0,-3,1,0,-6
3662,3662,0,1,0,544,1,0,81,1,0,-3,1,0,-6
3663,3663,0,1,1,-196,1,1,-377,1,1,1,1,1,24
3664,3664,0,1,0,-196,1,0,-377,1,0,1,1,0,24
3665,3665,0,1,0,-196,1,0,-377,1,0,1,1,0,24
3666,3666,0,1,0,-196,1,0,-377,1,0,1,1,0,24
3667,3667,0,1,1,211,1,1,-1,1,1,-9,1,1,15
3668,3668,0,1,0,211,1,0,-1,1,0,-9,1,0,15
3669,3669,0,1,0,211,1,0,-1,1,0,-9,1,0,15
3670,3670,0,1,0,211,1,0,-1,1,0,-9,1,0,15
3671,3671,0,1,1,162,1,1,143,1,1,1,1,1,-5
3672,3672,0,1,0,162,1,0,143,1,0,1,1,0,-5
3673,3673,0,1,0,162,1,0,143,1,0,1,1,0,-5
3674,3674,0,1,0,162,1,0,143,1,0,1,1,0,-5
3675,3675,0,1,1,-434,1,1,-60,1,1,4,1,1,9
3676,3676,0,1,0,-434,1,0,-60,1,0,4,1,0,9
3677,3677,0,1,0,-434,1,0,-60,1,0,4,1,0,9
3678,3678,0,1,0,-434,1,0,-60,1,0,4,1,0,9
3679,3679,0,1,1,191,1,1,128,1,1,24,1,1,10
3680,3680,0,1,0,191,1,0,128,1,0,24,1,0,10
3681,3681,0,1,0,191,1,0,128,1,0,24,1,0,10
3682,3682,0,1,0,191,1,0,128,1,0,24,1,0,10
3683,3683,0,1,1,404,1,1,501,1,1,-5,1,1,-10
3684,3684,0,1,0,404,1,0,501,1,0,-5,1,0,-10
3685,3685,0,1,0,404,1,0,501,1,0,-5,1,0,-10
3686,3686,0,1,0,404,1,0,501,1,0,-5,1,0,-10
3687,3687,0,1,1,253,1,1,270,1,1,14,1,1,-26
3688,3688,0,1,0,253,1,0,270,1,0,14,1,0,-26
3689,3689,0,1,0,253,1,0,270,1,0,14,1,0,-26
3690,3690,0,1,0,253,1,0,270,1,0,14,1,0,-26
3691,3691,0,1,1,524,1,1,68,1,1,13,1,1,-16
3692,3692,0,1,0,524,1,0,68,1,0,13,1,0,-16
3693,3693,0,1,0,524,1,0,68,1,0,13,1,0,-16
3694,3694,0,1,0,524,1,0,68,1,0,13,1,0,-16
3695,3695,0,1,1,344,1,1,291,1,1,0,1,1,0
3696,3696,0,1,0,344,1,0,291,1,0,0,1,0,0
3697,3697,0,1,0,344,1,0,291,1,0,0,1,0,0
3698,3698,0,1,0,344,1,0,291,1,0,0,1,0,0
3699,3699,0,1,1,-100,1,1,725,1,1,10,1,1,19
3700,3700,0,1,0,-100,1,0,725,1,0,10,1,0,19
3701,3701,0,1,0,-100,1,0,725,1,0,10,1,0,19
3702,3702,0,1,0,-100,1,0,725,1,0,10,1,0,19
3703,3703,0,1,1,-383,1,1,478,1,1,15,1,1,3
3704,3704,0,1,0,-383,1,0,478,1,0,15,1,0,3
3705,3705,0,1,0,-383,1,0,478,1,0,15,1,0,3
3706,3706,0,1,0,-383,1,0,478,1,0,15,1,0,3
3707,3707,0,1,1,-451,1,1,10,1,1,25,1,1,-12
3708,3708,0,1,0,-451,1,0,10,1,0,25,1,0,-12
3709,3709,0,1,0,-451,1,0,10,1,0,25,1,0,-12
3710,3710,0,1,0,-451,1,0,10,1,0,25,1,0,-12
3711,3711,0,1,1,-495,1,1,-110,1,1,19,1,1,-6
3712,3712,0,1,0,-495,1,0,-110,1,0,19,1,0,-6
3713,3713,0,1,0,-495,1,0,-110,1,0,19,1,0,-6
3714,3714,0,1,0,-495,1,0,-110,1,0,19,1,0,-6
3715,3715,0,1,1,174,1,1,2,1,1,7,1,1,6
3716,3716,0,1,0,174,1,0,2,1,0,7,1,0,6
3717,3717,0,1,0,174,1,0,2,1,0,7,1,0,6
3718,3718,0,1,0,174,1,0,2,1,0,7,1,0,6
3719,3719,0,1,1,584,1,1,87,1,1,14,1,1,10
3720,3720,0,1,0,584,1,0,87,1,0,14,1,0,10
3721,3721,0,1,0,584,1,0,87,1,0,14,1,0,10
3722,3722,0,1,0,584,1,0,87,1,0,14,1,0,10
3723,3723,0,1,1,-142,1,1,-203,1,1,-10,1,1,-1
3724,3724,0,1,0,-142,1,0,-203,1,0,-10,1,0,-1
3725,3725,0,1,0,-142,1,0,-203,1,0,-10,1,0,-1
3726,3726,0,1,0,-142,1,0,-203,1,0,-10,1,0,-1
3727,3727,0,1,1,-945,1,1,73,1,1,16,1,1,-17
3728,3728,0,1,0,-945,1,0,73,1,0,16,1,0,-17
3729,3729,0,1,0,-945,1,0,73,1,0,16,1,0,-17
3730,3730,0,1,0,-945,1,0,73,1,0,16,1,0,-17
3731,3731,0,1,1,-98,1,1,426,1,1,-1,1,1,-12
3732,3732,0,1,0,-98,1,0,426,1,0,-1,1,0,-12
3733,3733,0,1,0,-98,1,0,426,1,0,-1,1,0,-12
3734,3734,0,1,0,-98,1,0,426,1,0,-1,1,0,-12
3735,3735,0,1,1,130,1,1,100,1,1,-11,1,1,26
3736,3736,0,1,0,130,1,0,100,1,0,-11,1,0,26
3737,3737,0,1,0,130,1,0,100,1,0,-11,1,0,26
3738,3738,0,1,0,130,1,0,100,1,0,-11,1,0,26
3739,3739,0,1,1,-97,1,1,260,1,1,-3,1,1,0
3740,3740,0,1,0,-97,1,0,260,1,0,-3,1,0,0
3741,3741,0,1,0,-97,1,0,260,1,0,-3,1,0,0
3742,3742,0,1,0,-97,1,0,260,1,0,-3,1,0,0
3743,3743,0,1,1,-6,1,1,-173,1,1,5,1,1,-15
3744,3744,0,1,0,-6,1,0,-173,1,0,5,1,0,-15
3745,3745,0,1,0,-6,1,0,-173,1,0,5,1,0,-15
3746,3746,0,1,0,-6,1,0,-173,1,0,5,1,0,-15
3747,3747,0,1,1,-300,1,1,-43,1,1,25,1,1,12
3748,3748,0,1,0,-300,1,0,-43,1,0,25,1,0,12
3749,3749,0,1,0,-300,1,0,-43,1,0,25,1,0,12
3750,3750,0,1,0,-300,1,0,-43,1,0,25,1,0,12
3751,3751,0,1,1,83,1,1,516,1,1,41,1,1,-10
3752,3752,0,1,0,83,1,0,516,1,0,41,1,0,-10
3753,3753,0,1,0,83,1,0,516,1,0,41,1,0,-10
3754,3754,0,1,0,83,1,0,516,1,0,41,1,0,-10
3755,3755,0,1,1,562,1,1,450,1,1,6,1,1,-9
3756,3756,0,1,0,562,1,0,450,1,0,6,1,0,-9
3757,3757,0,1,0,562,1,0,450,1,0,6,1,0,-9
3758,3758,0,1,0,562,1,0,450,1,0,6,1,0,-9
3759,3759,0,1,1,830,1,1,529,1,1,-27,1,1,13
3760,3760,0,1,0,830,1,0,529,1,0,-27,1,0,13
3761,3761,0,1,0,830,1,0,529,1,0,-27,1,0,13
3762,3762,0,1,0,830,1,0,529,1,0,-27,1,0,13
3763,3763,0,1,1,53,1,1,73,1,1,5,1,1,17
3764,3764,0,1,0,53,1,0,73,1,0,5,1,0,17
3765,3765,0,1,0,53,1,0,73,1,0,5,1,0,17
3766,3766,0,1,0,53,1,0,73,1,0,5,1,0,17
3767,3767,0,1,1,217,1,1,54,1,1,-1,1,1,17
3768,3768,0,1,0,217,1,0,54,1,0,-1,1,0,17
3769,3769,0,1,0,217,1,0,54,1,0,-1,1,0,17
3770,3770,0,1,0,217,1,0,54,1,0,-1,1,0,17
3771,3771,0,1,1,410,1,1,187,1,1,6,1,1,17
3772,3772,0,1,0,410,1,0,187,1,0,6,1,0,17
3773,3773,0,1,0,410,1,0,187,1,0,6,1,0,17
3774,3774,0,1,0,410,1,0,187,1,0,6,1,0,17
3775,3775,0,1,1,-24,1,1,59,1,1,-7,1,1,12
3776,3776,0,1,0,-24,1,0,59,1,0,-7,1,0,12
3777,3777,0,1,0,-24,1,0,59,1,0,-7,1,0,12
3778,3778,0,1,0,-24,1,0,59,1,0,-7,1,0,12
3779,3779,0,1,1,-369,1,1,379,1,1,0,1,1,5
3780,3780,0,1,0,-369,1,0,379,1,0,0,1,0,5
3781,3781,0,1,0,-369,1,0,379,1,0,0,1,0,5
3782,3782,0,1,0,-369,1,0,379,1,0,0,1,0,5
3783,3783,0,1,1,-555,1,1,67,1,1,20,1,1,-24
3784,3784,0,1,0,-555,1,0,67,1,0,20,1,0,-24
3785,3785,0,1,0,-555,1,0,67,1,0,20,1,0,-24
3786,3786,0,1,0,-555,1,0,67,1,0,20,1,0,-24
3787,3787,0,1,1,-241,1,1,38,1,1,8,1,1,-30
3788,3788,0,1,0,-241,1,0,38,1,0,8,1,0,-30
3789,3789,0,1,0,-241,1,0,38,1,0,8,1,0,-30
3790,3790,0,1,0,-241,1,0,38,1,0,8,1,0,-30
3791,3791,0,1,1,541,1,1,105,1,1,8,1,1,-15
3792,3792,0,1,0,541,1,0,105,1,0,8,1,0,-15
3793,3793,0,1,0,541,1,0,105,1,0,8,1,0,-15
3794,3794,0,1,0,541,1,0,105,1,0,8,1,0,-15
3795,3795,0,1,1,661,1,1,-105,1,1,-1,1,1,6
3796,3796,0,1,0,661,1,0,-105,1,0,-1,1,0,6
3797,3797,0,1,0,661,1,0,-105,1,0,-1,1,0,6
3798,3798,0,1,0,661,1,0,-105,1,0,-1,1,0,6
3799,3799,0,1,1,-99,1,1,-132,1,1,-12,1,1,-6
3800,3800,0,1,0,-99,1,0,-132,1,0,-12,1,0,-6
3801,3801,0,1,0,-99,1,0,-132,1,0,-12,1,0,-6
3802,3802,0,1,0,-99,1,0,-132,1,0,-12,1,0,-6
3803,3803,0,1,1,-109,1,1,31,1,1,3,1,1,-26
3804,3804,0,1,0,-109,1,0,31,1,0,3,1,0,-26
3805,3805,0,1,0,-109,1,0,31,1,0,3,1,0,-26
3806,3806,0,1,0,-109,1,0,31,1,0,3,1,0,-26
3807,3807,0,1,1,-207,1,1,149,1,1,-5,1,1,-22
3808,3808,0,1,0,-207,1,0,149,1,0,-5,1,0,-22
3809,3809,0,1,0,-207,1,0,149,1,0,-5,1,0,-22
3810,3810,0,1,0,-207,1,0,149,1,0,-5,1,0,-22
3811,3811,0,1,1,-867,1,1,190,1,1,-13,1,1,11
3812,3812,0,1,0,-867,1,0,190,1,0,-13,1,0,11
3813,3813,0,1,0,-867,1,0,190,1,0,-13,1,0,11
3814,3814,0,1,0,-867,1,0,190,1,0,-13,1,0,11
3815,3815,0,1,1,-233,1,1,135,1,1,1,1,1,37
3816,3816,0,1,0,-233,1,0,135,1,0,1,1,0,37
3817,3817,0,1,0,-233,1,0,135,1,0,1,1,0,37
3818,3818,0,1,0,-233,1,0,135,1,0,1,1,0,37
3819,3819,0,1,1,693,1,1,189,1,1,-2,1,1,17
3820,3820,0,1,0,693,1,0,189,1,0,-2,1,0,17
3821,3821,0,1,0,693,1,0,189,1,0,-2,1,0,17
3822,3822,0,1,0,693,1,0,189,1,0,-2,1,0,17
3823,3823,0,1,1,258,1,1,105,1,1,-25,1,1,-11
3824,3824,0,1,0,258,1,0,105,1,0,-25,1,0,-11
3825,3825,0,1,0,258,1,0,105,1,0,-25,1,0,-11
3826,3826,0,1,0,258,1,0,105,1,0,-25,1,0,-11
3827,3827,0,1,1,330,1,1,-112,1,1,-11,1,1,-26
3828,3828,0,1,0,330,1,0,-112,1,0,-11,1,0,-26
3829,3829,0,1,0,330,1,0,-112,1,0,-11,1,0,-26
3830,3830,0,1,0,330,1,0,-112,1,0,-11,1,0,-26
3831,3831,0,1,1,376,1,1,-407,1,1,15,1,1,-31
3832,3832,0,1,0,376,1,0,-407,1,0,15,1,0,-31
3833,3833,0,1,0,376,1,0,-407,1,0,15,1,0,-31
3834,3834,0,1,0,376,1,0,-407,1,0,15,1,0,-31
3835,3835,0,1,1,-51,1,1,-548,1,1,-4,1,1,5
3836,3836,0,1,0,-51,1,0,-548,1,0,-4,1,0,5
3837,3837,0,1,0,-51,1,0,-548,1,0,-4,1,0,5
3838,3838,0,1,0,-51,1,0,-548,1,0,-4,1,0,5
3839,3839,0,1,1,147,1,1,-710,1,1,1,1,1,19
3840,3840,0,1,0,147,1,0,-710,1,0,1,1,0,19
3841,3841,0,1,0,147,1,0,-710,1,0,1,1,0,19
3842,3842,0,1,0,147,1,0,-710,1,0,1,1,0,19
3843,3843,0,1,1,-245,1,1,-355,1,1,-4,1,1,11
3844,3844,0,1,0,-245,1,0,-355,1,0,-4,1,0,11
3845,3845,0,1,0,-245,1,0,-355,1,0,-4,1,0,11
3846,3846,0,1,0,-245,1,0,-355,1,0,-4,1,0,11
3847,3847,0,1,1,-390,1,1,-170,1,1,28,1,1,-8
3848,3848,0,1,0,-390,1,0,-170,1,0,28,1,0,-8
3849,3849,0,1,0,-390,1,0,-170,1,0,28,1,0,-8
3850,3850,0,1,0,-390,1,0,-170,1,0,28,1,0,-8
3851,3851,0,1,1,191,1,1,-360,1,1,-6,1,1,-8
3852,3852,0,1,0,191,1,0,-360,1,0,-6,1,0,-8
3853,3853,0,1,0,191,1,0,-360,1,0,-6,1,0,-8
3854,3854,0,1,0,191,1,0,-360,1,0,-6,1,0,-8
3855,3855,0,1,1,273,1,1,-394,1,1,3,1,1,9
3856,3856,0,1,0,273,1,0,-394,1,0,3,1,0,9
3857,3857,0,1,0,273,1,0,-394,1,0,3,1,0,9
3858,3858,0,1,0,273,1,0,-394,1,0,3,1,0,9
3859,3859,0,1,1,20,1,1,-347,1,1,14,1,1,18
3860,3860,0,1,0,20,1,0,-347,1,0,14,1,0,18
3861,3861,0,1,0,20,1,0,-347,1,0,14,1,0,18
3862,3862,0,1,0,20,1,0,-347,1,0,14,1,0,18
3863,3863,0,1,1,-258,1,1,-75,1,1,-3,1,1,-3
3864,3864,0,1,0,-258,1,0,-75,1,0,-3,1,0,-3
3865,3865,0,1,0,-258,1,0,-75,1,0,-3,1,0,-3
3866,3866,0,1,0,-258,1,0,-75,1,0,-3,1,0,-3
3867,3867,0,1,1,-343,1,1,198,1,1,-24,1,1,-30
3868,3868,0,1,0,-343,1,0,198,1,0,-24,1,0,-30
3869,3869,0,1,0,-343,1,0,198,1,0,-24,1,0,-30
3870,3870,0,1,0,-343,1,0,198,1,0,-24,1,0,-30
3871,3871,0,1,1,-103,1,1,509,1,1,-6,1,1,-10
3872,3872,0,1,0,-103,1,0,509,1,0,-6,1,0,-10
3873,3873,0,1,0,-103,1,0,509,1,0,-6,1,0,-10
3874,3874,0,1,0,-103,1,0,509,1,0,-6,1,0,-10
3875,3875,0,1,1,380,1,1,438,1,1,11,1,1,7
3876,3876,0,1,0,380,1,0,438,1,0,11,1,0,7
3877,3877,0,1,0,380,1,0,438,1,0,11,1,0,7
3878,3878,0,1,0,380,1,0,438,1,0,11,1,0,7
3879,3879,0,1,1,-24,1,1,-297,1,1,30,1,1,2
3880,3880,0,1,0,-24,1,0,-297,1,0,30,1,0,2
3881,3881,0,1,0,-24,1,0,-297,1,0,30,1,0,2
3882,3882,0,1,0,-24,1,0,-297,1,0,30,1,0,2
3883,3883,0,1,1,-99,1,1,-396,1,1,39,1,1,8
3884,3884,0,1,0,-99,1,0,-396,1,0,39,1,0,8
3885,3885,0,1,0,-99,1,0,-396,1,0,39,1,0,8
3886,3886,0,1,0,-99,1,0,-396,1,0,39,1,0,8
3887,3887,0,1,1,488,1,1,-570,1,1,26,1,1,-17
3888,3888,0,1,0,488,1,0,-570,1,0,26,1,0,-17
3889,3889,0,1,0,488,1,0,-570,1,0,26,1,0,-17
3890,3890,0,1,0,488,1,0,-570,1,0,26,1,0,-17
3891,3891,0,1,1,530,1,1,-807,1,1,-10,1,1,-10
3892,3892,0,1,0,530,1,0,-807,1,0,-10,1,0,-10
3893,3893,0,1,0,530,1,0,-807,1,0,-10,1,0,-10
3894,3894,0,1,0,530,1,0,-807,1,0,-10,1,0,-10
3895,3895,0,1,1,529,1,1,-460,1,1,10,1,1,-3
3896,3896,0,1,0,529,1,0,-460,1,0,10,1,0,-3
3897,3897,0,1,0,529,1,0,-460,1,0,10,1,0,-3
3898,3898,0,1,0,529,1,0,-460,1,0,10,1,0,-3
3899,3899,0,1,1,276,1,1,-457,1,1,6,1,1,33
3900,3900,0,1,0,276,1,0,-457,1,0,6,1,0,33
3901,3901,0,1,0,276,1,0,-457,1,0,6,1,0,33
3902,3902,0,1,0,276,1,0,-457,1,0,6,1,0,33
3903,3903,0,1,1,-459,1,1,-42,1,1,-1,1,1,15
3904,3904,0,1,0,-459,1,0,-42,1,0,-1,1,0,15
3905,3905,0,1,0,-459,1,0,-42,1,0,-1,1,0,15
3906,3906,0,1,0,-459,1,0,-42,1,0,-1,1,0,15
3907,3907,0,1,1,-983,1,1,138,1,1,7,1,1,10
3908,3908,0,1,0,-983,1,0,138,1,0,7,1,0,10
3909,3909,0,1,0,-983,1,0,138,1,0,7,1,0,10
3910,3910,0,1,0,-983,1,0,138,1,0,7,1,0,10
3911,3911,0,1,1,-709,1,1,631,1,1,-2,1,1,4
3912,3912,0,1,0,-709,1,0,631,1,0,-2,1,0,4
3913,3913,0,1,0,-709,1,0,631,1,0,-2,1,0,4
3914,3914,0,1,0,-709,1,0,631,1,0,-2,1,0,4
3915,3915,0,1,1,-279,1,1,1045,1,1,4,1,1,10
