<<<<<<< HEAD
Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/axi_ad9361_adc_enable_i0,i_system_wrapper/system_i/axi_ad9361_adc_valid_i0,i_system_wrapper/system_i/axi_ad9361_adc_data_i0[15:0],i_system_wrapper/system_i/axi_ad9361_adc_enable_q0,i_system_wrapper/system_i/axi_ad9361_adc_valid_q0,i_system_wrapper/system_i/axi_ad9361_adc_data_q0[15:0],i_system_wrapper/system_i/axi_ad9361_adc_enable_i1,i_system_wrapper/system_i/axi_ad9361_adc_valid_i1,i_system_wrapper/system_i/axi_ad9361_adc_data_i1[15:0],i_system_wrapper/system_i/axi_ad9361_adc_enable_q1,i_system_wrapper/system_i/axi_ad9361_adc_valid_q1,i_system_wrapper/system_i/axi_ad9361_adc_data_q1[15:0]
6697,6697,0,1,1,-108,1,1,-533,1,1,-25,1,1,-26
6698,6698,0,1,0,-108,1,0,-533,1,0,-25,1,0,-26
6699,6699,0,1,0,-108,1,0,-533,1,0,-25,1,0,-26
6700,6700,0,1,0,-108,1,0,-533,1,0,-25,1,0,-26
6701,6701,0,1,1,-730,1,1,-5,1,1,-9,1,1,-6
6702,6702,0,1,0,-730,1,0,-5,1,0,-9,1,0,-6
6703,6703,0,1,0,-730,1,0,-5,1,0,-9,1,0,-6
6704,6704,0,1,0,-730,1,0,-5,1,0,-9,1,0,-6
6705,6705,0,1,1,-665,1,1,100,1,1,-6,1,1,1
6706,6706,0,1,0,-665,1,0,100,1,0,-6,1,0,1
6707,6707,0,1,0,-665,1,0,100,1,0,-6,1,0,1
6708,6708,0,1,0,-665,1,0,100,1,0,-6,1,0,1
6709,6709,0,1,1,-530,1,1,-279,1,1,-14,1,1,24
6710,6710,0,1,0,-530,1,0,-279,1,0,-14,1,0,24
6711,6711,0,1,0,-530,1,0,-279,1,0,-14,1,0,24
6712,6712,0,1,0,-530,1,0,-279,1,0,-14,1,0,24
6713,6713,0,1,1,-78,1,1,-272,1,1,0,1,1,2
6714,6714,0,1,0,-78,1,0,-272,1,0,0,1,0,2
6715,6715,0,1,0,-78,1,0,-272,1,0,0,1,0,2
6716,6716,0,1,0,-78,1,0,-272,1,0,0,1,0,2
6717,6717,0,1,1,169,1,1,-204,1,1,2,1,1,-8
6718,6718,0,1,0,169,1,0,-204,1,0,2,1,0,-8
6719,6719,0,1,0,169,1,0,-204,1,0,2,1,0,-8
6720,6720,0,1,0,169,1,0,-204,1,0,2,1,0,-8
6721,6721,0,1,1,-174,1,1,-90,1,1,-9,1,1,-18
6722,6722,0,1,0,-174,1,0,-90,1,0,-9,1,0,-18
6723,6723,0,1,0,-174,1,0,-90,1,0,-9,1,0,-18
6724,6724,0,1,0,-174,1,0,-90,1,0,-9,1,0,-18
6725,6725,0,1,1,-155,1,1,-58,1,1,-8,1,1,-15
6726,6726,0,1,0,-155,1,0,-58,1,0,-8,1,0,-15
6727,6727,0,1,0,-155,1,0,-58,1,0,-8,1,0,-15
6728,6728,0,1,0,-155,1,0,-58,1,0,-8,1,0,-15
6729,6729,0,1,1,407,1,1,197,1,1,-2,1,1,-32
6730,6730,0,1,0,407,1,0,197,1,0,-2,1,0,-32
6731,6731,0,1,0,407,1,0,197,1,0,-2,1,0,-32
6732,6732,0,1,0,407,1,0,197,1,0,-2,1,0,-32
6733,6733,0,1,1,381,1,1,296,1,1,1,1,1,7
6734,6734,0,1,0,381,1,0,296,1,0,1,1,0,7
6735,6735,0,1,0,381,1,0,296,1,0,1,1,0,7
6736,6736,0,1,0,381,1,0,296,1,0,1,1,0,7
6737,6737,0,1,1,221,1,1,210,1,1,-1,1,1,14
6738,6738,0,1,0,221,1,0,210,1,0,-1,1,0,14
6739,6739,0,1,0,221,1,0,210,1,0,-1,1,0,14
6740,6740,0,1,0,221,1,0,210,1,0,-1,1,0,14
6741,6741,0,1,1,237,1,1,98,1,1,13,1,1,-1
6742,6742,0,1,0,237,1,0,98,1,0,13,1,0,-1
6743,6743,0,1,0,237,1,0,98,1,0,13,1,0,-1
6744,6744,0,1,0,237,1,0,98,1,0,13,1,0,-1
6745,6745,0,1,1,148,1,1,-87,1,1,22,1,1,-42
6746,6746,0,1,0,148,1,0,-87,1,0,22,1,0,-42
6747,6747,0,1,0,148,1,0,-87,1,0,22,1,0,-42
6748,6748,0,1,0,148,1,0,-87,1,0,22,1,0,-42
6749,6749,0,1,1,249,1,1,-212,1,1,22,1,1,-10
6750,6750,0,1,0,249,1,0,-212,1,0,22,1,0,-10
6751,6751,0,1,0,249,1,0,-212,1,0,22,1,0,-10
6752,6752,0,1,0,249,1,0,-212,1,0,22,1,0,-10
6753,6753,0,1,1,-4,1,1,-437,1,1,-33,1,1,6
6754,6754,0,1,0,-4,1,0,-437,1,0,-33,1,0,6
6755,6755,0,1,0,-4,1,0,-437,1,0,-33,1,0,6
6756,6756,0,1,0,-4,1,0,-437,1,0,-33,1,0,6
6757,6757,0,1,1,-287,1,1,-561,1,1,-18,1,1,-24
6758,6758,0,1,0,-287,1,0,-561,1,0,-18,1,0,-24
6759,6759,0,1,0,-287,1,0,-561,1,0,-18,1,0,-24
6760,6760,0,1,0,-287,1,0,-561,1,0,-18,1,0,-24
6761,6761,0,1,1,-323,1,1,-249,1,1,1,1,1,-4
6762,6762,0,1,0,-323,1,0,-249,1,0,1,1,0,-4
6763,6763,0,1,0,-323,1,0,-249,1,0,1,1,0,-4
6764,6764,0,1,0,-323,1,0,-249,1,0,1,1,0,-4
6765,6765,0,1,1,292,1,1,442,1,1,6,1,1,15
6766,6766,0,1,0,292,1,0,442,1,0,6,1,0,15
6767,6767,0,1,0,292,1,0,442,1,0,6,1,0,15
6768,6768,0,1,0,292,1,0,442,1,0,6,1,0,15
6769,6769,0,1,1,487,1,1,500,1,1,20,1,1,19
6770,6770,0,1,0,487,1,0,500,1,0,20,1,0,19
6771,6771,0,1,0,487,1,0,500,1,0,20,1,0,19
6772,6772,0,1,0,487,1,0,500,1,0,20,1,0,19
6773,6773,0,1,1,231,1,1,207,1,1,-6,1,1,8
6774,6774,0,1,0,231,1,0,207,1,0,-6,1,0,8
6775,6775,0,1,0,231,1,0,207,1,0,-6,1,0,8
6776,6776,0,1,0,231,1,0,207,1,0,-6,1,0,8
6777,6777,0,1,1,-78,1,1,-115,1,1,-17,1,1,11
6778,6778,0,1,0,-78,1,0,-115,1,0,-17,1,0,11
6779,6779,0,1,0,-78,1,0,-115,1,0,-17,1,0,11
6780,6780,0,1,0,-78,1,0,-115,1,0,-17,1,0,11
6781,6781,0,1,1,-528,1,1,-129,1,1,5,1,1,18
6782,6782,0,1,0,-528,1,0,-129,1,0,5,1,0,18
6783,6783,0,1,0,-528,1,0,-129,1,0,5,1,0,18
6784,6784,0,1,0,-528,1,0,-129,1,0,5,1,0,18
6785,6785,0,1,1,-182,1,1,-477,1,1,-11,1,1,7
6786,6786,0,1,0,-182,1,0,-477,1,0,-11,1,0,7
6787,6787,0,1,0,-182,1,0,-477,1,0,-11,1,0,7
6788,6788,0,1,0,-182,1,0,-477,1,0,-11,1,0,7
6789,6789,0,1,1,-58,1,1,-678,1,1,38,1,1,-3
6790,6790,0,1,0,-58,1,0,-678,1,0,38,1,0,-3
6791,6791,0,1,0,-58,1,0,-678,1,0,38,1,0,-3
6792,6792,0,1,0,-58,1,0,-678,1,0,38,1,0,-3
6793,6793,0,1,1,2,1,1,-418,1,1,12,1,1,-15
6794,6794,0,1,0,2,1,0,-418,1,0,12,1,0,-15
6795,6795,0,1,0,2,1,0,-418,1,0,12,1,0,-15
6796,6796,0,1,0,2,1,0,-418,1,0,12,1,0,-15
6797,6797,0,1,1,89,1,1,-414,1,1,10,1,1,-21
6798,6798,0,1,0,89,1,0,-414,1,0,10,1,0,-21
6799,6799,0,1,0,89,1,0,-414,1,0,10,1,0,-21
6800,6800,0,1,0,89,1,0,-414,1,0,10,1,0,-21
6801,6801,0,1,1,379,1,1,67,1,1,2,1,1,-19
6802,6802,0,1,0,379,1,0,67,1,0,2,1,0,-19
6803,6803,0,1,0,379,1,0,67,1,0,2,1,0,-19
6804,6804,0,1,0,379,1,0,67,1,0,2,1,0,-19
6805,6805,0,1,1,487,1,1,303,1,1,-19,1,1,-43
6806,6806,0,1,0,487,1,0,303,1,0,-19,1,0,-43
6807,6807,0,1,0,487,1,0,303,1,0,-19,1,0,-43
6808,6808,0,1,0,487,1,0,303,1,0,-19,1,0,-43
6809,6809,0,1,1,-501,1,1,-392,1,1,-12,1,1,-31
6810,6810,0,1,0,-501,1,0,-392,1,0,-12,1,0,-31
6811,6811,0,1,0,-501,1,0,-392,1,0,-12,1,0,-31
6812,6812,0,1,0,-501,1,0,-392,1,0,-12,1,0,-31
6813,6813,0,1,1,-319,1,1,-160,1,1,-29,1,1,-12
6814,6814,0,1,0,-319,1,0,-160,1,0,-29,1,0,-12
6815,6815,0,1,0,-319,1,0,-160,1,0,-29,1,0,-12
6816,6816,0,1,0,-319,1,0,-160,1,0,-29,1,0,-12
6817,6817,0,1,1,186,1,1,328,1,1,-15,1,1,-14
6818,6818,0,1,0,186,1,0,328,1,0,-15,1,0,-14
6819,6819,0,1,0,186,1,0,328,1,0,-15,1,0,-14
6820,6820,0,1,0,186,1,0,328,1,0,-15,1,0,-14
6821,6821,0,1,1,-216,1,1,31,1,1,-28,1,1,-36
6822,6822,0,1,0,-216,1,0,31,1,0,-28,1,0,-36
6823,6823,0,1,0,-216,1,0,31,1,0,-28,1,0,-36
6824,6824,0,1,0,-216,1,0,31,1,0,-28,1,0,-36
6825,6825,0,1,1,-206,1,1,61,1,1,-33,1,1,2
6826,6826,0,1,0,-206,1,0,61,1,0,-33,1,0,2
6827,6827,0,1,0,-206,1,0,61,1,0,-33,1,0,2
6828,6828,0,1,0,-206,1,0,61,1,0,-33,1,0,2
6829,6829,0,1,1,104,1,1,-168,1,1,-10,1,1,18
6830,6830,0,1,0,104,1,0,-168,1,0,-10,1,0,18
6831,6831,0,1,0,104,1,0,-168,1,0,-10,1,0,18
6832,6832,0,1,0,104,1,0,-168,1,0,-10,1,0,18
6833,6833,0,1,1,398,1,1,-388,1,1,6,1,1,-5
6834,6834,0,1,0,398,1,0,-388,1,0,6,1,0,-5
6835,6835,0,1,0,398,1,0,-388,1,0,6,1,0,-5
6836,6836,0,1,0,398,1,0,-388,1,0,6,1,0,-5
6837,6837,0,1,1,894,1,1,402,1,1,-24,1,1,23
6838,6838,0,1,0,894,1,0,402,1,0,-24,1,0,23
6839,6839,0,1,0,894,1,0,402,1,0,-24,1,0,23
6840,6840,0,1,0,894,1,0,402,1,0,-24,1,0,23
6841,6841,0,1,1,702,1,1,642,1,1,-14,1,1,1
6842,6842,0,1,0,702,1,0,642,1,0,-14,1,0,1
6843,6843,0,1,0,702,1,0,642,1,0,-14,1,0,1
6844,6844,0,1,0,702,1,0,642,1,0,-14,1,0,1
6845,6845,0,1,1,-466,1,1,402,1,1,-1,1,1,-15
6846,6846,0,1,0,-466,1,0,402,1,0,-1,1,0,-15
6847,6847,0,1,0,-466,1,0,402,1,0,-1,1,0,-15
6848,6848,0,1,0,-466,1,0,402,1,0,-1,1,0,-15
6849,6849,0,1,1,-822,1,1,523,1,1,11,1,1,-34
6850,6850,0,1,0,-822,1,0,523,1,0,11,1,0,-34
6851,6851,0,1,0,-822,1,0,523,1,0,11,1,0,-34
6852,6852,0,1,0,-822,1,0,523,1,0,11,1,0,-34
6853,6853,0,1,1,-187,1,1,459,1,1,29,1,1,-8
6854,6854,0,1,0,-187,1,0,459,1,0,29,1,0,-8
6855,6855,0,1,0,-187,1,0,459,1,0,29,1,0,-8
6856,6856,0,1,0,-187,1,0,459,1,0,29,1,0,-8
6857,6857,0,1,1,191,1,1,-45,1,1,24,1,1,-2
6858,6858,0,1,0,191,1,0,-45,1,0,24,1,0,-2
6859,6859,0,1,0,191,1,0,-45,1,0,24,1,0,-2
6860,6860,0,1,0,191,1,0,-45,1,0,24,1,0,-2
6861,6861,0,1,1,-154,1,1,-580,1,1,-14,1,1,-1
6862,6862,0,1,0,-154,1,0,-580,1,0,-14,1,0,-1
6863,6863,0,1,0,-154,1,0,-580,1,0,-14,1,0,-1
6864,6864,0,1,0,-154,1,0,-580,1,0,-14,1,0,-1
6865,6865,0,1,1,-312,1,1,-541,1,1,3,1,1,8
6866,6866,0,1,0,-312,1,0,-541,1,0,3,1,0,8
6867,6867,0,1,0,-312,1,0,-541,1,0,3,1,0,8
6868,6868,0,1,0,-312,1,0,-541,1,0,3,1,0,8
6869,6869,0,1,1,-72,1,1,-165,1,1,8,1,1,13
6870,6870,0,1,0,-72,1,0,-165,1,0,8,1,0,13
6871,6871,0,1,0,-72,1,0,-165,1,0,8,1,0,13
6872,6872,0,1,0,-72,1,0,-165,1,0,8,1,0,13
6873,6873,0,1,1,540,1,1,-162,1,1,-36,1,1,2
6874,6874,0,1,0,540,1,0,-162,1,0,-36,1,0,2
6875,6875,0,1,0,540,1,0,-162,1,0,-36,1,0,2
6876,6876,0,1,0,540,1,0,-162,1,0,-36,1,0,2
6877,6877,0,1,1,231,1,1,-208,1,1,-8,1,1,-7
6878,6878,0,1,0,231,1,0,-208,1,0,-8,1,0,-7
6879,6879,0,1,0,231,1,0,-208,1,0,-8,1,0,-7
6880,6880,0,1,0,231,1,0,-208,1,0,-8,1,0,-7
6881,6881,0,1,1,56,1,1,-22,1,1,-15,1,1,-29
6882,6882,0,1,0,56,1,0,-22,1,0,-15,1,0,-29
6883,6883,0,1,0,56,1,0,-22,1,0,-15,1,0,-29
6884,6884,0,1,0,56,1,0,-22,1,0,-15,1,0,-29
6885,6885,0,1,1,83,1,1,-126,1,1,-16,1,1,-34
6886,6886,0,1,0,83,1,0,-126,1,0,-16,1,0,-34
6887,6887,0,1,0,83,1,0,-126,1,0,-16,1,0,-34
6888,6888,0,1,0,83,1,0,-126,1,0,-16,1,0,-34
6889,6889,0,1,1,344,1,1,206,1,1,-5,1,1,0
6890,6890,0,1,0,344,1,0,206,1,0,-5,1,0,0
6891,6891,0,1,0,344,1,0,206,1,0,-5,1,0,0
6892,6892,0,1,0,344,1,0,206,1,0,-5,1,0,0
6893,6893,0,1,1,435,1,1,103,1,1,6,1,1,2
6894,6894,0,1,0,435,1,0,103,1,0,6,1,0,2
6895,6895,0,1,0,435,1,0,103,1,0,6,1,0,2
6896,6896,0,1,0,435,1,0,103,1,0,6,1,0,2
6897,6897,0,1,1,488,1,1,-102,1,1,-26,1,1,-27
6898,6898,0,1,0,488,1,0,-102,1,0,-26,1,0,-27
6899,6899,0,1,0,488,1,0,-102,1,0,-26,1,0,-27
6900,6900,0,1,0,488,1,0,-102,1,0,-26,1,0,-27
6901,6901,0,1,1,281,1,1,225,1,1,5,1,1,-6
6902,6902,0,1,0,281,1,0,225,1,0,5,1,0,-6
6903,6903,0,1,0,281,1,0,225,1,0,5,1,0,-6
6904,6904,0,1,0,281,1,0,225,1,0,5,1,0,-6
6905,6905,0,1,1,21,1,1,473,1,1,12,1,1,-5
6906,6906,0,1,0,21,1,0,473,1,0,12,1,0,-5
6907,6907,0,1,0,21,1,0,473,1,0,12,1,0,-5
6908,6908,0,1,0,21,1,0,473,1,0,12,1,0,-5
6909,6909,0,1,1,-325,1,1,104,1,1,-11,1,1,8
6910,6910,0,1,0,-325,1,0,104,1,0,-11,1,0,8
6911,6911,0,1,0,-325,1,0,104,1,0,-11,1,0,8
6912,6912,0,1,0,-325,1,0,104,1,0,-11,1,0,8
6913,6913,0,1,1,-332,1,1,48,1,1,-31,1,1,1
6914,6914,0,1,0,-332,1,0,48,1,0,-31,1,0,1
6915,6915,0,1,0,-332,1,0,48,1,0,-31,1,0,1
6916,6916,0,1,0,-332,1,0,48,1,0,-31,1,0,1
6917,6917,0,1,1,-291,1,1,-156,1,1,-2,1,1,-6
6918,6918,0,1,0,-291,1,0,-156,1,0,-2,1,0,-6
6919,6919,0,1,0,-291,1,0,-156,1,0,-2,1,0,-6
6920,6920,0,1,0,-291,1,0,-156,1,0,-2,1,0,-6
6921,6921,0,1,1,-649,1,1,-300,1,1,-2,1,1,11
6922,6922,0,1,0,-649,1,0,-300,1,0,-2,1,0,11
6923,6923,0,1,0,-649,1,0,-300,1,0,-2,1,0,11
6924,6924,0,1,0,-649,1,0,-300,1,0,-2,1,0,11
6925,6925,0,1,1,-478,1,1,-111,1,1,14,1,1,12
6926,6926,0,1,0,-478,1,0,-111,1,0,14,1,0,12
6927,6927,0,1,0,-478,1,0,-111,1,0,14,1,0,12
6928,6928,0,1,0,-478,1,0,-111,1,0,14,1,0,12
6929,6929,0,1,1,-165,1,1,0,1,1,18,1,1,-7
6930,6930,0,1,0,-165,1,0,0,1,0,18,1,0,-7
6931,6931,0,1,0,-165,1,0,0,1,0,18,1,0,-7
6932,6932,0,1,0,-165,1,0,0,1,0,18,1,0,-7
6933,6933,0,1,1,-203,1,1,13,1,1,7,1,1,-5
6934,6934,0,1,0,-203,1,0,13,1,0,7,1,0,-5
6935,6935,0,1,0,-203,1,0,13,1,0,7,1,0,-5
6936,6936,0,1,0,-203,1,0,13,1,0,7,1,0,-5
6937,6937,0,1,1,-103,1,1,-300,1,1,-2,1,1,9
6938,6938,0,1,0,-103,1,0,-300,1,0,-2,1,0,9
6939,6939,0,1,0,-103,1,0,-300,1,0,-2,1,0,9
6940,6940,0,1,0,-103,1,0,-300,1,0,-2,1,0,9
6941,6941,0,1,1,308,1,1,-122,1,1,-10,1,1,11
6942,6942,0,1,0,308,1,0,-122,1,0,-10,1,0,11
6943,6943,0,1,0,308,1,0,-122,1,0,-10,1,0,11
6944,6944,0,1,0,308,1,0,-122,1,0,-10,1,0,11
6945,6945,0,1,1,223,1,1,-98,1,1,7,1,1,10
6946,6946,0,1,0,223,1,0,-98,1,0,7,1,0,10
6947,6947,0,1,0,223,1,0,-98,1,0,7,1,0,10
6948,6948,0,1,0,223,1,0,-98,1,0,7,1,0,10
6949,6949,0,1,1,-547,1,1,-604,1,1,-2,1,1,2
6950,6950,0,1,0,-547,1,0,-604,1,0,-2,1,0,2
6951,6951,0,1,0,-547,1,0,-604,1,0,-2,1,0,2
6952,6952,0,1,0,-547,1,0,-604,1,0,-2,1,0,2
6953,6953,0,1,1,-1061,1,1,-618,1,1,-22,1,1,22
6954,6954,0,1,0,-1061,1,0,-618,1,0,-22,1,0,22
6955,6955,0,1,0,-1061,1,0,-618,1,0,-22,1,0,22
6956,6956,0,1,0,-1061,1,0,-618,1,0,-22,1,0,22
6957,6957,0,1,1,-1066,1,1,-264,1,1,5,1,1,-4
6958,6958,0,1,0,-1066,1,0,-264,1,0,5,1,0,-4
6959,6959,0,1,0,-1066,1,0,-264,1,0,5,1,0,-4
6960,6960,0,1,0,-1066,1,0,-264,1,0,5,1,0,-4
6961,6961,0,1,1,-610,1,1,-265,1,1,-10,1,1,-7
6962,6962,0,1,0,-610,1,0,-265,1,0,-10,1,0,-7
6963,6963,0,1,0,-610,1,0,-265,1,0,-10,1,0,-7
6964,6964,0,1,0,-610,1,0,-265,1,0,-10,1,0,-7
6965,6965,0,1,1,-212,1,1,-57,1,1,-26,1,1,23
6966,6966,0,1,0,-212,1,0,-57,1,0,-26,1,0,23
6967,6967,0,1,0,-212,1,0,-57,1,0,-26,1,0,23
6968,6968,0,1,0,-212,1,0,-57,1,0,-26,1,0,23
6969,6969,0,1,1,-35,1,1,199,1,1,0,1,1,25
6970,6970,0,1,0,-35,1,0,199,1,0,0,1,0,25
6971,6971,0,1,0,-35,1,0,199,1,0,0,1,0,25
6972,6972,0,1,0,-35,1,0,199,1,0,0,1,0,25
6973,6973,0,1,1,62,1,1,-51,1,1,11,1,1,3
6974,6974,0,1,0,62,1,0,-51,1,0,11,1,0,3
6975,6975,0,1,0,62,1,0,-51,1,0,11,1,0,3
6976,6976,0,1,0,62,1,0,-51,1,0,11,1,0,3
6977,6977,0,1,1,263,1,1,-264,1,1,-5,1,1,5
6978,6978,0,1,0,263,1,0,-264,1,0,-5,1,0,5
6979,6979,0,1,0,263,1,0,-264,1,0,-5,1,0,5
6980,6980,0,1,0,263,1,0,-264,1,0,-5,1,0,5
6981,6981,0,1,1,-8,1,1,-410,1,1,-12,1,1,29
6982,6982,0,1,0,-8,1,0,-410,1,0,-12,1,0,29
6983,6983,0,1,0,-8,1,0,-410,1,0,-12,1,0,29
6984,6984,0,1,0,-8,1,0,-410,1,0,-12,1,0,29
6985,6985,0,1,1,-108,1,1,-418,1,1,12,1,1,10
6986,6986,0,1,0,-108,1,0,-418,1,0,12,1,0,10
6987,6987,0,1,0,-108,1,0,-418,1,0,12,1,0,10
6988,6988,0,1,0,-108,1,0,-418,1,0,12,1,0,10
6989,6989,0,1,1,363,1,1,175,1,1,25,1,1,7
6990,6990,0,1,0,363,1,0,175,1,0,25,1,0,7
6991,6991,0,1,0,363,1,0,175,1,0,25,1,0,7
6992,6992,0,1,0,363,1,0,175,1,0,25,1,0,7
6993,6993,0,1,1,502,1,1,266,1,1,-6,1,1,-6
6994,6994,0,1,0,502,1,0,266,1,0,-6,1,0,-6
6995,6995,0,1,0,502,1,0,266,1,0,-6,1,0,-6
6996,6996,0,1,0,502,1,0,266,1,0,-6,1,0,-6
6997,6997,0,1,1,457,1,1,637,1,1,4,1,1,2
6998,6998,0,1,0,457,1,0,637,1,0,4,1,0,2
6999,6999,0,1,0,457,1,0,637,1,0,4,1,0,2
7000,7000,0,1,0,457,1,0,637,1,0,4,1,0,2
7001,7001,0,1,1,149,1,1,189,1,1,28,1,1,-3
7002,7002,0,1,0,149,1,0,189,1,0,28,1,0,-3
7003,7003,0,1,0,149,1,0,189,1,0,28,1,0,-3
7004,7004,0,1,0,149,1,0,189,1,0,28,1,0,-3
7005,7005,0,1,1,145,1,1,-376,1,1,12,1,1,3
7006,7006,0,1,0,145,1,0,-376,1,0,12,1,0,3
7007,7007,0,1,0,145,1,0,-376,1,0,12,1,0,3
7008,7008,0,1,0,145,1,0,-376,1,0,12,1,0,3
7009,7009,0,1,1,640,1,1,-51,1,1,-21,1,1,-3
7010,7010,0,1,0,640,1,0,-51,1,0,-21,1,0,-3
7011,7011,0,1,0,640,1,0,-51,1,0,-21,1,0,-3
7012,7012,0,1,0,640,1,0,-51,1,0,-21,1,0,-3
7013,7013,0,1,1,821,1,1,-144,1,1,-13,1,1,-8
7014,7014,0,1,0,821,1,0,-144,1,0,-13,1,0,-8
7015,7015,0,1,0,821,1,0,-144,1,0,-13,1,0,-8
7016,7016,0,1,0,821,1,0,-144,1,0,-13,1,0,-8
7017,7017,0,1,1,439,1,1,-261,1,1,-1,1,1,2
7018,7018,0,1,0,439,1,0,-261,1,0,-1,1,0,2
7019,7019,0,1,0,439,1,0,-261,1,0,-1,1,0,2
7020,7020,0,1,0,439,1,0,-261,1,0,-1,1,0,2
7021,7021,0,1,1,133,1,1,-91,1,1,-21,1,1,-3
7022,7022,0,1,0,133,1,0,-91,1,0,-21,1,0,-3
7023,7023,0,1,0,133,1,0,-91,1,0,-21,1,0,-3
7024,7024,0,1,0,133,1,0,-91,1,0,-21,1,0,-3
7025,7025,0,1,1,-136,1,1,97,1,1,-3,1,1,-30
7026,7026,0,1,0,-136,1,0,97,1,0,-3,1,0,-30
7027,7027,0,1,0,-136,1,0,97,1,0,-3,1,0,-30
7028,7028,0,1,0,-136,1,0,97,1,0,-3,1,0,-30
7029,7029,0,1,1,138,1,1,-196,1,1,22,1,1,-10
7030,7030,0,1,0,138,1,0,-196,1,0,22,1,0,-10
7031,7031,0,1,0,138,1,0,-196,1,0,22,1,0,-10
7032,7032,0,1,0,138,1,0,-196,1,0,22,1,0,-10
7033,7033,0,1,1,394,1,1,271,1,1,5,1,1,-16
7034,7034,0,1,0,394,1,0,271,1,0,5,1,0,-16
7035,7035,0,1,0,394,1,0,271,1,0,5,1,0,-16
7036,7036,0,1,0,394,1,0,271,1,0,5,1,0,-16
7037,7037,0,1,1,397,1,1,593,1,1,-4,1,1,17
7038,7038,0,1,0,397,1,0,593,1,0,-4,1,0,17
7039,7039,0,1,0,397,1,0,593,1,0,-4,1,0,17
7040,7040,0,1,0,397,1,0,593,1,0,-4,1,0,17
7041,7041,0,1,1,402,1,1,79,1,1,-10,1,1,-10
7042,7042,0,1,0,402,1,0,79,1,0,-10,1,0,-10
7043,7043,0,1,0,402,1,0,79,1,0,-10,1,0,-10
7044,7044,0,1,0,402,1,0,79,1,0,-10,1,0,-10
7045,7045,0,1,1,391,1,1,28,1,1,1,1,1,-24
7046,7046,0,1,0,391,1,0,28,1,0,1,1,0,-24
7047,7047,0,1,0,391,1,0,28,1,0,1,1,0,-24
7048,7048,0,1,0,391,1,0,28,1,0,1,1,0,-24
7049,7049,0,1,1,676,1,1,-13,1,1,-3,1,1,-30
7050,7050,0,1,0,676,1,0,-13,1,0,-3,1,0,-30
7051,7051,0,1,0,676,1,0,-13,1,0,-3,1,0,-30
7052,7052,0,1,0,676,1,0,-13,1,0,-3,1,0,-30
7053,7053,0,1,1,108,1,1,-59,1,1,5,1,1,-10
7054,7054,0,1,0,108,1,0,-59,1,0,5,1,0,-10
7055,7055,0,1,0,108,1,0,-59,1,0,5,1,0,-10
7056,7056,0,1,0,108,1,0,-59,1,0,5,1,0,-10
7057,7057,0,1,1,-158,1,1,32,1,1,27,1,1,3
7058,7058,0,1,0,-158,1,0,32,1,0,27,1,0,3
7059,7059,0,1,0,-158,1,0,32,1,0,27,1,0,3
7060,7060,0,1,0,-158,1,0,32,1,0,27,1,0,3
7061,7061,0,1,1,200,1,1,244,1,1,15,1,1,21
7062,7062,0,1,0,200,1,0,244,1,0,15,1,0,21
7063,7063,0,1,0,200,1,0,244,1,0,15,1,0,21
7064,7064,0,1,0,200,1,0,244,1,0,15,1,0,21
7065,7065,0,1,1,176,1,1,492,1,1,22,1,1,-13
7066,7066,0,1,0,176,1,0,492,1,0,22,1,0,-13
7067,7067,0,1,0,176,1,0,492,1,0,22,1,0,-13
7068,7068,0,1,0,176,1,0,492,1,0,22,1,0,-13
7069,7069,0,1,1,39,1,1,215,1,1,9,1,1,-17
7070,7070,0,1,0,39,1,0,215,1,0,9,1,0,-17
7071,7071,0,1,0,39,1,0,215,1,0,9,1,0,-17
7072,7072,0,1,0,39,1,0,215,1,0,9,1,0,-17
7073,7073,0,1,1,-161,1,1,-155,1,1,8,1,1,6
7074,7074,0,1,0,-161,1,0,-155,1,0,8,1,0,6
7075,7075,0,1,0,-161,1,0,-155,1,0,8,1,0,6
7076,7076,0,1,0,-161,1,0,-155,1,0,8,1,0,6
7077,7077,0,1,1,-54,1,1,618,1,1,29,1,1,-14
7078,7078,0,1,0,-54,1,0,618,1,0,29,1,0,-14
7079,7079,0,1,0,-54,1,0,618,1,0,29,1,0,-14
7080,7080,0,1,0,-54,1,0,618,1,0,29,1,0,-14
7081,7081,0,1,1,781,1,1,729,1,1,12,1,1,-27
7082,7082,0,1,0,781,1,0,729,1,0,12,1,0,-27
7083,7083,0,1,0,781,1,0,729,1,0,12,1,0,-27
7084,7084,0,1,0,781,1,0,729,1,0,12,1,0,-27
7085,7085,0,1,1,491,1,1,481,1,1,12,1,1,-1
7086,7086,0,1,0,491,1,0,481,1,0,12,1,0,-1
7087,7087,0,1,0,491,1,0,481,1,0,12,1,0,-1
7088,7088,0,1,0,491,1,0,481,1,0,12,1,0,-1
7089,7089,0,1,1,-491,1,1,129,1,1,-17,1,1,15
7090,7090,0,1,0,-491,1,0,129,1,0,-17,1,0,15
7091,7091,0,1,0,-491,1,0,129,1,0,-17,1,0,15
7092,7092,0,1,0,-491,1,0,129,1,0,-17,1,0,15
7093,7093,0,1,1,-698,1,1,-76,1,1,-22,1,1,-5
7094,7094,0,1,0,-698,1,0,-76,1,0,-22,1,0,-5
